t_s,Icell11_A,Icell12_A,Icell21_A,Icell22_A,Icell31_A,Icell32_A,I_RL_A,V_out_diff_V,E_out_J
0.000100004,-6.4876127,-6.4876127,-6.4875636,-6.4875636,-6.487559,-6.487561,1.211689,3.9985735,6.06E-05
0.000100008,-6.488124,-6.488124,-6.48809,-6.48809,-6.4880886,-6.488086,1.2118353,3.9990563,6.06E-05
0.000100016,-6.4892044,-6.4892044,-6.4891553,-6.4891553,-6.4891505,-6.4891524,1.2121278,4.000022,6.07E-05
0.000100033,-6.4913044,-6.4913044,-6.491271,-6.491271,-6.4912696,-6.491267,1.2127132,4.001953,6.08E-05
0.000100066,-6.4955506,-6.4955506,-6.495501,-6.495501,-6.4954963,-6.495498,1.2138845,4.0058184,6.10E-05
0.000100131,-6.5039463,-6.5039463,-6.5039124,-6.5039124,-6.503911,-6.5039086,1.2162292,4.013556,6.15E-05
0.000100262,-6.5206585,-6.5206585,-6.520609,-6.520609,-6.5206037,-6.520606,1.220927,4.0290594,6.25E-05
0.000100524,-6.553478,-6.553478,-6.553444,-6.553444,-6.5534425,-6.55344,1.230356,4.060175,6.45E-05
0.000101049,-6.617041,-6.617041,-6.616991,-6.616991,-6.616986,-6.616988,1.2493434,4.1228333,6.85E-05
0.000102097,-6.735952,-6.735952,-6.7359176,-6.7359176,-6.7359157,-6.7359133,1.2878014,4.249745,7.71E-05
0.000104194,-6.9440727,-6.9440727,-6.944022,-6.944022,-6.944017,-6.9440193,1.3664051,4.509137,8.83E-05
0.000105726,-7.0730615,-7.0730615,-7.073027,-7.073027,-7.0730257,-7.073023,1.4250517,4.7026706,9.75E-05
0.00010695,-7.1639066,-7.1639066,-7.1638565,-7.1638565,-7.1638513,-7.1638536,1.4725087,4.8592787,0.000104264
0.000107608,-7.2086086,-7.2086086,-7.208575,-7.208575,-7.208573,-7.2085705,1.4982239,4.9441385,0.000108147
0.000107998,-7.2338758,-7.2338758,-7.233826,-7.233826,-7.2338204,-7.233823,1.5135438,4.9946947,0.000110669
0.000108275,-7.251144,-7.251144,-7.2511106,-7.2511106,-7.2511086,-7.2511063,1.5244184,5.0305805,0.000112667
0.000108519,-7.2660027,-7.2660027,-7.2659535,-7.2659535,-7.265948,-7.26595,1.5340465,5.0623536,0.000114596
0.000108772,-7.2807875,-7.2807875,-7.2807546,-7.2807546,-7.2807527,-7.2807503,1.5440022,5.095207,0.000116526
0.00010901,-7.2941337,-7.2941337,-7.2940855,-7.2940855,-7.29408,-7.294082,1.553408,5.1262465,0.000118441
0.000109253,-7.306735,-7.306735,-7.3067036,-7.3067036,-7.3067017,-7.3066993,1.5630097,5.1579323,0.00012041
0.000109498,-7.317905,-7.317905,-7.317858,-7.317858,-7.3178525,-7.317855,1.5727341,5.1900225,0.000122463
0.000109756,-7.3267145,-7.3267145,-7.326687,-7.326687,-7.326685,-7.326682,1.5829289,5.223665,0.000124698
0.000110039,-7.331438,-7.331438,-7.3313975,-7.3313975,-7.331392,-7.331394,1.594138,5.2606554,0.00012734
0.000110386,-7.3284664,-7.3284664,-7.328447,-7.328447,-7.328445,-7.3284426,1.6078709,5.305974,0.000131142
0.00011093,-7.306965,-7.306965,-7.306936,-7.306936,-7.30693,-7.306933,1.6293083,5.3767176,0.000135612
0.000111407,-7.277581,-7.277581,-7.277571,-7.277571,-7.2775693,-7.277567,1.647979,5.4383307,0.00014031
0.000111978,-7.236419,-7.236419,-7.2363963,-7.2363963,-7.2363906,-7.2363935,1.6702219,5.511732,0.000145704
0.000112579,-7.190893,-7.190893,-7.190888,-7.190888,-7.1908855,-7.1908836,1.6933697,5.5881205,0.00015239
0.000113391,-7.1297646,-7.1297646,-7.1297455,-7.1297455,-7.1297398,-7.1297426,1.7243866,5.6904755,0.000161311
0.000114397,-7.0585475,-7.0585475,-7.058545,-7.058545,-7.058543,-7.058541,1.7622515,5.81543,0.000171395
0.000115359,-6.996583,-6.996583,-6.996567,-6.996567,-6.996561,-6.9965634,1.7979983,5.933395,0.000183425
0.000116652,-6.9233384,-6.9233384,-6.923339,-6.923339,-6.9233365,-6.923334,1.8453425,6.08963,0.000199461
0.000118213,-6.849496,-6.849496,-6.849482,-6.849482,-6.8494763,-6.8494787,1.9015708,6.275183,0.000219238
0.000119967,-6.7774334,-6.7774334,-6.777434,-6.777434,-6.7774334,-6.777431,1.963648,6.4800386,0.000239605
0.000121415,-6.699615,-6.699615,-6.6995893,-6.6995893,-6.6995945,-6.6995974,2.013984,6.646147,0.000258937
0.000122855,-6.611534,-6.611534,-6.611523,-6.611523,-6.6115336,-6.6115313,2.0631354,6.8083467,0.000278344
0.000124178,-6.527615,-6.527615,-6.5275803,-6.5275803,-6.527595,-6.527598,2.1073637,6.9543004,0.000298788
0.000125646,-6.4364786,-6.4364786,-6.43646,-6.43646,-6.436479,-6.4364767,2.155472,7.113058,0.000319744
0.000126911,-6.34011,-6.34011,-6.340066,-6.340066,-6.3400817,-6.340084,2.1960688,7.2470264,0.000340732
0.000128283,-6.203399,-6.203399,-6.2033696,-6.2033696,-6.2033825,-6.20338,2.2388897,7.388336,0.000360861
0.000129345,-6.0843472,-6.0843472,-6.0842943,-6.0842943,-6.0843053,-6.0843077,2.2710977,7.494622,0.000380449
0.000130585,-5.9393535,-5.9393535,-5.9393167,-5.9393167,-5.939326,-5.9393234,2.307563,7.614958,0.000408906
0.000132584,-5.7057505,-5.7057505,-5.705689,-5.705689,-5.705695,-5.705698,2.3638039,7.800553,0.000446697
0.000134684,-5.475851,-5.475851,-5.4758058,-5.4758058,-5.4758096,-5.4758077,2.4195766,7.984603,0.000491343
0.000137206,-5.2320056,-5.2320056,-5.2319365,-5.2319365,-5.2319384,-5.231941,2.4825127,8.192291,0.000548651
0.00014032,-4.9849954,-4.9849954,-4.9849424,-4.9849424,-4.9849424,-4.98494,2.5549748,8.431417,0.000620903
0.000143914,-4.768569,-4.768569,-4.768493,-4.768493,-4.7684913,-4.7684937,2.6328,8.68824,0.000702975
0.000147495,-4.6140933,-4.6140933,-4.614035,-4.614035,-4.6140323,-4.61403,2.7055457,8.9283,0.000793867
0.000151439,-4.497301,-4.497301,-4.4972215,-4.4972215,-4.4972177,-4.49722,2.7815528,9.179124,0.000863949
0.000152985,-4.360471,-4.360471,-4.36042,-4.36042,-4.360416,-4.360414,2.8098562,9.272526,0.0009049
0.000154583,-4.0415006,-4.0415006,-4.0414405,-4.0414405,-4.041436,-4.0414386,2.8366642,9.360992,0.00093709
0.00015541,-3.848331,-3.848331,-3.8482919,-3.8482919,-3.8482876,-3.8482852,2.8491871,9.402318,0.000961146
0.000156379,-3.616985,-3.616985,-3.616932,-3.616932,-3.6169271,-3.6169298,2.86258,9.446514,0.000990615
0.000157589,-3.3351393,-3.3351393,-3.335107,-3.335107,-3.3351023,-3.3351002,2.8773766,9.495343,0.001024563
0.000158864,-3.0591514,-3.0591514,-3.059105,-3.059105,-3.0591,-3.0591025,2.8907638,9.539521,0.001064904
0.000160515,-2.7434368,-2.7434368,-2.743411,-2.743411,-2.743406,-2.743404,2.9051003,9.586831,0.001114414
0.000162419,-2.442379,-2.442379,-2.442339,-2.442339,-2.4423335,-2.442336,2.9180367,9.629521,0.001176167
0.00016491,-2.142153,-2.142153,-2.1421337,-2.1421337,-2.1421285,-2.142126,2.9303837,9.670266,0.001247905
0.000167482,-1.9251658,-1.9251658,-1.9251318,-1.9251318,-1.9251261,-1.9251286,2.939076,9.698951,0.001330786
0.000170725,-1.7476336,-1.7476336,-1.7476201,-1.7476201,-1.7476145,-1.7476121,2.9461412,9.722265,0.001421501
0.000173816,-1.6465502,-1.6465502,-1.6465213,-1.6465213,-1.6465154,-1.6465179,2.9502556,9.735843,0.001515631
0.00017728,-1.5800302,-1.5800302,-1.5800211,-1.5800211,-1.5800154,-1.5800129,2.9530985,9.745225,0.001620497
0.000181104,-1.5395242,-1.5395242,-1.5394998,-1.5394998,-1.5394937,-1.5394961,2.9549923,9.751474,0.001729372
0.000184836,-1.5179622,-1.5179622,-1.5179571,-1.5179571,-1.5179511,-1.5179487,2.9561327,9.755238,0.001863313
0.000190393,-1.5012858,-1.5012858,-1.5012652,-1.5012652,-1.501259,-1.5012615,2.9571774,9.758685,0.002020459
0.000195727,-1.4936409,-1.4936409,-1.4936397,-1.4936397,-1.4936337,-1.4936312,2.9577785,9.760669,0.002205991
0.000203246,-1.488068,-1.488068,-1.4880509,-1.4880509,-1.4880447,-1.4880472,2.9583144,9.762438,0.002438479
0.000211827,-1.4848131,-1.4848131,-1.4848152,-1.4848152,-1.4848093,-1.4848068,2.9586864,9.763665,0.0027034
0.000221588,-1.482837,-1.482837,-1.4828227,-1.4828227,-1.4828165,-1.482819,2.9589462,9.764522,0.00298887
0.000231588,-1.4816682,-1.4816682,-1.4816724,-1.4816724,-1.4816666,-1.4816641,2.9591107,9.765065,0.00327783
0.000241588,-1.4810063,-1.4810063,-1.4809934,-1.4809934,-1.4809872,-1.4809897,2.9592159,9.765412,0.003566809
0.000251588,-1.4805602,-1.4805602,-1.4805653,-1.4805653,-1.4805593,-1.480557,2.9592845,9.765639,0.003855802
0.000261588,-1.4803056,-1.4803056,-1.4802933,-1.4802933,-1.4802872,-1.4802896,2.9593306,9.765791,0.004144804
0.000271588,-1.4801039,-1.4801039,-1.4801095,-1.4801095,-1.4801036,-1.4801011,2.9593616,9.765893,0.004433812
0.000281588,-1.4800028,-1.4800028,-1.4799908,-1.4799908,-1.4799848,-1.4799871,2.9593825,9.765964,0.004722825
0.000291588,-1.4799005,-1.4799005,-1.4799063,-1.4799063,-1.4799004,-1.479898,2.959397,9.76601,0.00501184
0.000301588,-1.4798648,-1.4798648,-1.4798532,-1.4798532,-1.479847,-1.4798495,2.9594069,9.766043,0.005300857
0.000311588,-1.4798064,-1.4798064,-1.4798123,-1.4798123,-1.4798064,-1.4798039,2.9594138,9.766065,0.005589875
0.000321588,-1.4798005,-1.4798005,-1.4797888,-1.4797888,-1.4797826,-1.4797851,2.9594183,9.766081,0.005878894
0.000331588,-1.4797622,-1.4797622,-1.4797682,-1.4797682,-1.4797623,-1.4797598,2.9594216,9.766091,0.006167914
0.000341588,-1.4797701,-1.4797701,-1.4797584,-1.4797584,-1.4797522,-1.4797547,2.9594238,9.766099,0.006456934
0.000351588,-1.4797413,-1.4797413,-1.4797473,-1.4797473,-1.4797415,-1.479739,2.9594252,9.766104,0.006745955
0.000361588,-1.4797556,-1.4797556,-1.479744,-1.479744,-1.4797378,-1.4797403,2.9594264,9.766108,0.007034975
0.000371588,-1.4797314,-1.4797314,-1.4797374,-1.4797374,-1.4797314,-1.479729,2.959427,9.766109,0.007323996
0.000381588,-1.4797487,-1.4797487,-1.4797372,-1.4797372,-1.479731,-1.4797333,2.9594276,9.76611,0.007613017
0.000391588,-1.4797267,-1.4797267,-1.4797326,-1.4797326,-1.4797268,-1.4797243,2.9594278,9.766112,0.007902038
0.000401588,-1.4797455,-1.4797455,-1.4797338,-1.4797338,-1.4797277,-1.4797301,2.959428,9.766112,0.008191059
0.000411588,-1.4797244,-1.4797244,-1.4797305,-1.4797305,-1.4797245,-1.4797221,2.9594283,9.766113,0.00848008
0.000421588,-1.479744,-1.479744,-1.4797323,-1.4797323,-1.4797261,-1.4797286,2.9594283,9.766113,0.008769102
0.000431588,-1.4797233,-1.4797233,-1.4797294,-1.4797294,-1.4797235,-1.4797211,2.9594285,9.766114,0.009058123
0.000441588,-1.4797431,-1.4797431,-1.4797316,-1.4797316,-1.4797254,-1.4797279,2.9594285,9.766114,0.009347144
0.000451588,-1.4797229,-1.4797229,-1.4797289,-1.4797289,-1.479723,-1.4797206,2.9594285,9.766114,0.009636165
0.000461588,-1.4797428,-1.4797428,-1.4797312,-1.4797312,-1.479725,-1.4797275,2.9594285,9.766115,0.009925186
0.000471588,-1.4797226,-1.4797226,-1.4797287,-1.4797287,-1.4797227,-1.4797204,2.9594285,9.766114,0.010214207
0.000481588,-1.4797426,-1.4797426,-1.479731,-1.479731,-1.4797249,-1.4797273,2.9594285,9.766115,0.010503229
0.000491588,-1.4797225,-1.4797225,-1.4797286,-1.4797286,-1.4797226,-1.4797202,2.9594285,9.766114,0.01079225
0.000501588,-1.4797425,-1.4797425,-1.479731,-1.479731,-1.4797248,-1.4797271,2.9594288,9.766115,0.011081271
0.000511588,-1.4797225,-1.4797225,-1.4797285,-1.4797285,-1.4797226,-1.4797201,2.9594288,9.766114,0.011370292
0.000521588,-1.4797425,-1.4797425,-1.4797308,-1.4797308,-1.4797248,-1.4797271,2.9594288,9.766115,0.011659313
0.000531588,-1.4797225,-1.4797225,-1.4797285,-1.4797285,-1.4797226,-1.4797201,2.9594288,9.766115,0.011948335
0.000541588,-1.4797424,-1.4797424,-1.4797308,-1.4797308,-1.4797246,-1.4797271,2.9594288,9.766115,0.012237356
0.000551588,-1.4797225,-1.4797225,-1.4797285,-1.4797285,-1.4797226,-1.4797201,2.9594288,9.766115,0.012526377
0.000561588,-1.4797424,-1.4797424,-1.4797308,-1.4797308,-1.4797246,-1.4797271,2.9594288,9.766115,0.012815398
0.000571588,-1.4797225,-1.4797225,-1.4797285,-1.4797285,-1.4797226,-1.4797201,2.9594288,9.766115,0.01310442
0.000581588,-1.4797424,-1.4797424,-1.4797308,-1.4797308,-1.4797246,-1.4797271,2.9594288,9.766115,0.013393441
0.000591588,-1.4797225,-1.4797225,-1.4797285,-1.4797285,-1.4797226,-1.4797201,2.9594288,9.766115,0.013682462
0.000601588,-1.4797424,-1.4797424,-1.4797308,-1.4797308,-1.4797246,-1.479727,2.9594288,9.766115,0.013971483
0.000611588,-1.4797225,-1.4797225,-1.4797285,-1.4797285,-1.4797226,-1.4797201,2.9594288,9.766115,0.014260505
0.000621588,-1.4797424,-1.4797424,-1.4797308,-1.4797308,-1.4797246,-1.479727,2.9594288,9.766115,0.014549526
0.000631588,-1.4797225,-1.4797225,-1.4797285,-1.4797285,-1.4797226,-1.4797201,2.9594288,9.766115,0.014838547
0.000641588,-1.4797424,-1.4797424,-1.4797308,-1.4797308,-1.4797246,-1.479727,2.9594288,9.766115,0.015127568
0.000651588,-1.4797225,-1.4797225,-1.4797285,-1.4797285,-1.4797226,-1.4797202,2.9594288,9.766115,0.015416589
0.000661588,-1.4797424,-1.4797424,-1.4797308,-1.4797308,-1.4797246,-1.479727,2.9594288,9.766115,0.015705611
0.000671588,-1.4797225,-1.4797225,-1.4797286,-1.4797286,-1.4797226,-1.4797202,2.9594288,9.766115,0.015994632
0.000681588,-1.4797424,-1.4797424,-1.4797307,-1.4797307,-1.4797246,-1.479727,2.9594288,9.766115,0.016283653
0.000691588,-1.4797225,-1.4797225,-1.4797286,-1.4797286,-1.4797226,-1.4797202,2.9594288,9.766115,0.016572674
0.000701588,-1.4797424,-1.4797424,-1.4797307,-1.4797307,-1.4797246,-1.479727,2.9594288,9.766115,0.016861696
0.000711588,-1.4797225,-1.4797225,-1.4797286,-1.4797286,-1.4797226,-1.4797202,2.9594288,9.766115,0.017150717
0.000721588,-1.4797424,-1.4797424,-1.4797307,-1.4797307,-1.4797245,-1.479727,2.9594288,9.766115,0.017439738
0.000731588,-1.4797225,-1.4797225,-1.4797286,-1.4797286,-1.4797226,-1.4797202,2.9594288,9.766115,0.017728759
0.000741588,-1.4797424,-1.4797424,-1.4797307,-1.4797307,-1.4797245,-1.479727,2.9594288,9.766115,0.01801778
0.000751588,-1.4797225,-1.4797225,-1.4797286,-1.4797286,-1.4797226,-1.4797202,2.9594288,9.766115,0.018306802
0.000761588,-1.4797423,-1.4797423,-1.4797307,-1.4797307,-1.4797245,-1.479727,2.9594288,9.766115,0.018595823
0.000771588,-1.4797226,-1.4797226,-1.4797286,-1.4797286,-1.4797226,-1.4797202,2.9594288,9.766115,0.018884844
0.000781588,-1.4797423,-1.4797423,-1.4797307,-1.4797307,-1.4797245,-1.479727,2.9594288,9.766115,0.019173865
0.000791588,-1.4797226,-1.4797226,-1.4797286,-1.4797286,-1.4797227,-1.4797202,2.9594288,9.766115,0.019462887
0.000801588,-1.4797423,-1.4797423,-1.4797307,-1.4797307,-1.4797245,-1.479727,2.9594288,9.766115,0.019751908
0.000811588,-1.4797226,-1.4797226,-1.4797286,-1.4797286,-1.4797227,-1.4797202,2.9594288,9.766115,0.020040929
0.000821588,-1.4797423,-1.4797423,-1.4797307,-1.4797307,-1.4797245,-1.479727,2.9594288,9.766115,0.02032995
0.000831588,-1.4797226,-1.4797226,-1.4797286,-1.4797286,-1.4797227,-1.4797202,2.9594288,9.766115,0.020618971
0.000841588,-1.4797423,-1.4797423,-1.4797307,-1.4797307,-1.4797245,-1.479727,2.9594288,9.766115,0.020907993
0.000851588,-1.4797226,-1.4797226,-1.4797286,-1.4797286,-1.4797227,-1.4797202,2.9594288,9.766115,0.021197014
0.000861588,-1.4797423,-1.4797423,-1.4797307,-1.4797307,-1.4797245,-1.479727,2.9594288,9.766115,0.021486035
0.000871588,-1.4797226,-1.4797226,-1.4797286,-1.4797286,-1.4797227,-1.4797202,2.9594288,9.766115,0.021775056
0.000881588,-1.4797423,-1.4797423,-1.4797307,-1.4797307,-1.4797245,-1.4797269,2.9594288,9.766115,0.022064078
0.000891588,-1.4797226,-1.4797226,-1.4797286,-1.4797286,-1.4797227,-1.4797202,2.9594288,9.766115,0.022353099
0.000901588,-1.4797423,-1.4797423,-1.4797307,-1.4797307,-1.4797245,-1.4797269,2.9594288,9.766115,0.02264212
0.000911588,-1.4797226,-1.4797226,-1.4797286,-1.4797286,-1.4797227,-1.4797202,2.9594288,9.766115,0.022931141
0.000921588,-1.4797423,-1.4797423,-1.4797307,-1.4797307,-1.4797245,-1.4797269,2.9594288,9.766115,0.023220162
0.000931588,-1.4797226,-1.4797226,-1.4797286,-1.4797286,-1.4797227,-1.4797202,2.9594288,9.766115,0.023509184
0.000941588,-1.4797423,-1.4797423,-1.4797307,-1.4797307,-1.4797245,-1.4797269,2.9594288,9.766115,0.023798205
0.000951588,-1.4797226,-1.4797226,-1.4797286,-1.4797286,-1.4797227,-1.4797204,2.9594288,9.766115,0.024087226
0.000961588,-1.4797423,-1.4797423,-1.4797307,-1.4797307,-1.4797245,-1.4797269,2.9594288,9.766115,0.024376247
0.000971588,-1.4797226,-1.4797226,-1.4797286,-1.4797286,-1.4797227,-1.4797204,2.9594288,9.766115,0.024665269
0.000981588,-1.4797423,-1.4797423,-1.4797306,-1.4797306,-1.4797245,-1.4797269,2.9594288,9.766115,0.02495429
0.000991588,-1.4797226,-1.4797226,-1.4797287,-1.4797287,-1.4797227,-1.4797204,2.9594288,9.766115,0.025220364
0.001,-1.4797423,-1.4797423,-1.4797306,-1.4797306,-1.4797245,-1.4797269,2.9594288,9.766115,0.025341927
0.001,-1.4797398,-1.4797398,-1.4797295,-1.4797295,-1.4797245,-1.4797256,2.9594288,9.766115,0.025341927
0.001,-1.4797282,-1.4797282,-1.4797304,-1.4797304,-1.4797256,-1.4797252,2.9594288,9.766115,0.025341928
0.001,-1.4797356,-1.4797356,-1.4797294,-1.4797294,-1.4797242,-1.4797244,2.9594288,9.766115,0.025341929
0.001,-1.4797304,-1.4797304,-1.4797304,-1.4797304,-1.4797246,-1.4797244,2.9594288,9.766115,0.025341932
0.001,-1.4797353,-1.4797353,-1.4797297,-1.4797297,-1.4797239,-1.479724,2.9594288,9.766115,0.025341938
0.001,-1.4797306,-1.4797306,-1.4797304,-1.4797304,-1.4797245,-1.4797243,2.9594288,9.766115,0.025341949
0.001000001,-1.4797351,-1.4797351,-1.4797297,-1.4797297,-1.4797238,-1.479724,2.9594288,9.766115,0.025341971
0.001000002,-1.4797306,-1.4797306,-1.4797304,-1.4797304,-1.4797244,-1.4797242,2.9594288,9.766115,0.025342016
0.001000004,-1.479735,-1.479735,-1.4797297,-1.4797297,-1.4797238,-1.4797239,2.9594288,9.766115,0.025342104
0.001000008,-1.4797306,-1.4797306,-1.4797304,-1.4797304,-1.4797242,-1.479724,2.9594288,9.766115,0.025342282
0.001000016,-1.4797348,-1.4797348,-1.4797295,-1.4797295,-1.4797236,-1.4797237,2.9594288,9.766115,0.025342637
0.001000033,-1.4797304,-1.4797304,-1.4797301,-1.4797301,-1.4797239,-1.4797238,2.9594288,9.766115,0.025343347
0.001000066,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.025344768
0.001000131,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.025347609
0.001000262,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.025353291
0.001000524,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.025364656
0.001001049,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.025387386
0.001002097,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.025432845
0.001004194,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.025523763
0.001008389,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.0257056
0.001016777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.025971334
0.001026777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.026260356
0.001036777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.026549377
0.001046777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.026838398
0.001056777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.027127419
0.001066777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.027416441
0.001076777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.027705462
0.001086777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.027994483
0.001096777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.028283504
0.001106777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.028572526
0.001116777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.028861547
0.001126777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.029150568
0.001136777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.029439589
0.001146777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.02972861
0.001156777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.030017632
0.001166777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.030306653
0.001176777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.030595674
0.001186777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.030884695
0.001196777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.031173717
0.001206777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.031462738
0.001216777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.031751759
0.001226777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.03204078
0.001236777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.032329801
0.001246777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.032618823
0.001256777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.032907844
0.001266777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.033196865
0.001276777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.033485886
0.001286777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.033774908
0.001296777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.034063929
0.001306777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.03435295
0.001316777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.034641971
0.001326777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.034930992
0.001336777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.035220014
0.001346777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.035509035
0.001356777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.035798056
0.001366777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.036087077
0.001376777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.036376099
0.001386777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.03666512
0.001396777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.036954141
0.001406777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.037243162
0.001416777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.037532183
0.001426777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.037821205
0.001436777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.038110226
0.001446777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.038399247
0.001456777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.038688268
0.001466777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.03897729
0.001476777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.039266311
0.001486777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.039555332
0.001496777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.039844353
0.001506777,-1.4797302,-1.4797302,-1.47973,-1.47973,-1.4797239,-1.4797237,2.9594288,9.766115,0.040133375
0.001516777,-1.4797347,-1.4797347,-1.4797293,-1.4797293,-1.4797233,-1.4797236,2.9594288,9.766115,0.040422396
