Save Time:,7/14/2026 12:59,,,
,,CH1,CH2,
Frequency:,,?,0.693 Hz,
Period:,,?,1.444 S,
SP:,,1000.000 uS,1000.000 uS,
PK-PK:,,6.400 V,3.920 V,
,,,,
Units:(mV),tiempo,buspos,busneg,out
1825,1825000.000us,5920,2800,3120
1826,1826000.000us,5920,2800,3120
1827,1827000.000us,5760,2720,3040
1828,1828000.000us,5920,2720,3200
1829,1829000.000us,5840,2800,3040
1830,1830000.000us,5920,2880,3040
1831,1831000.000us,5840,2720,3120
1832,1832000.000us,5840,2720,3120
1833,1833000.000us,5760,2800,2960
1834,1834000.000us,5920,2800,3120
1835,1835000.000us,5760,2720,3040
1836,1836000.000us,5920,2800,3120
1837,1837000.000us,5840,2720,3120
1838,1838000.000us,5920,2800,3120
1839,1839000.000us,5840,2720,3120
1840,1840000.000us,5920,2800,3120
1841,1841000.000us,5840,2720,3120
1842,1842000.000us,5920,2800,3120
1843,1843000.000us,5840,2720,3120
1844,1844000.000us,5920,2800,3120
1845,1845000.000us,5920,2720,3200
1846,1846000.000us,5920,2800,3120
1847,1847000.000us,5760,2720,3040
1848,1848000.000us,5920,2720,3200
1849,1849000.000us,5920,2800,3120
1850,1850000.000us,5920,2800,3120
1851,1851000.000us,5840,2720,3120
1852,1852000.000us,5920,2800,3120
1853,1853000.000us,5920,2800,3120
1854,1854000.000us,5920,2800,3120
1855,1855000.000us,5840,2720,3120
1856,1856000.000us,5840,2720,3120
1857,1857000.000us,5840,2720,3120
1858,1858000.000us,5920,2800,3120
1859,1859000.000us,5760,2720,3040
1860,1860000.000us,5760,2800,2960
1861,1861000.000us,5920,2800,3120
1862,1862000.000us,5920,2800,3120
1863,1863000.000us,5840,2720,3120
1864,1864000.000us,5840,2720,3120
1865,1865000.000us,5920,2800,3120
1866,1866000.000us,5920,2800,3120
1867,1867000.000us,5840,2720,3120
1868,1868000.000us,5840,2800,3040
1869,1869000.000us,5840,2800,3040
1870,1870000.000us,5840,2800,3040
1871,1871000.000us,5840,2720,3120
1872,1872000.000us,5840,2800,3040
1873,1873000.000us,5920,2800,3120
1874,1874000.000us,5920,2800,3120
1875,1875000.000us,5760,2720,3040
1876,1876000.000us,5840,2800,3040
1877,1877000.000us,5840,2800,3040
1878,1878000.000us,5920,2800,3120
1879,1879000.000us,5760,2720,3040
1880,1880000.000us,5920,2800,3120
1881,1881000.000us,5840,2800,3040
1882,1882000.000us,5920,2800,3120
1883,1883000.000us,5840,2720,3120
1884,1884000.000us,5840,2800,3040
1885,1885000.000us,5920,2800,3120
1886,1886000.000us,5920,2800,3120
1887,1887000.000us,5840,2720,3120
1888,1888000.000us,5840,2720,3120
1889,1889000.000us,5920,2720,3200
1890,1890000.000us,5920,2800,3120
1891,1891000.000us,5840,2720,3120
1892,1892000.000us,5840,2720,3120
1893,1893000.000us,5920,2800,3120
1894,1894000.000us,5920,2800,3120
1895,1895000.000us,5840,2720,3120
1896,1896000.000us,5840,2720,3120
1897,1897000.000us,5840,2720,3120
1898,1898000.000us,5920,2800,3120
1899,1899000.000us,5840,2720,3120
1900,1900000.000us,5840,2720,3120
1901,1901000.000us,5920,2800,3120
1902,1902000.000us,5920,2880,3040
1903,1903000.000us,5840,2640,3200
1904,1904000.000us,5840,2800,3040
1905,1905000.000us,5840,2800,3040
1906,1906000.000us,5920,2800,3120
1907,1907000.000us,5840,2720,3120
1908,1908000.000us,5840,2800,3040
1909,1909000.000us,5840,2720,3120
1910,1910000.000us,5920,2800,3120
1911,1911000.000us,5840,2720,3120
1912,1912000.000us,5920,2800,3120
1913,1913000.000us,5840,2800,3040
1914,1914000.000us,5920,2800,3120
1915,1915000.000us,5840,2720,3120
1916,1916000.000us,5920,2800,3120
1917,1917000.000us,5840,2720,3120
1918,1918000.000us,5920,2800,3120
1919,1919000.000us,5760,2720,3040
1920,1920000.000us,5920,2720,3200
1921,1921000.000us,5840,2720,3120
1922,1922000.000us,5920,2800,3120
1923,1923000.000us,5760,2720,3040
1924,1924000.000us,5760,2720,3040
1925,1925000.000us,5840,2800,3040
1926,1926000.000us,5920,2800,3120
1927,1927000.000us,5760,2720,3040
1928,1928000.000us,5760,2800,2960
1929,1929000.000us,5920,2800,3120
1930,1930000.000us,5920,2880,3040
1931,1931000.000us,5840,2720,3120
1932,1932000.000us,5920,2880,3040
1933,1933000.000us,5920,2720,3200
1934,1934000.000us,5920,2800,3120
1935,1935000.000us,5840,2720,3120
1936,1936000.000us,5840,2800,3040
1937,1937000.000us,5840,2800,3040
1938,1938000.000us,5920,2880,3040
1939,1939000.000us,5840,2720,3120
1940,1940000.000us,5920,2800,3120
1941,1941000.000us,5760,2640,3120
1942,1942000.000us,5920,2800,3120
1943,1943000.000us,5760,2640,3120
1944,1944000.000us,5840,2800,3040
1945,1945000.000us,5920,2720,3200
1946,1946000.000us,5920,2800,3120
1947,1947000.000us,5840,2720,3120
1948,1948000.000us,5840,2800,3040
1949,1949000.000us,5840,2800,3040
1950,1950000.000us,5920,2800,3120
1951,1951000.000us,5840,2720,3120
1952,1952000.000us,5840,2800,3040
1953,1953000.000us,5920,2720,3200
1954,1954000.000us,5920,2800,3120
1955,1955000.000us,5760,2720,3040
1956,1956000.000us,5840,2720,3120
1957,1957000.000us,5840,2720,3120
1958,1958000.000us,5920,2800,3120
1959,1959000.000us,5760,2720,3040
1960,1960000.000us,5840,2720,3120
1961,1961000.000us,5840,2800,3040
1962,1962000.000us,5920,2800,3120
1963,1963000.000us,5760,2720,3040
1964,1964000.000us,5840,2720,3120
1965,1965000.000us,5920,2800,3120
1966,1966000.000us,5920,2800,3120
1967,1967000.000us,5760,2720,3040
1968,1968000.000us,5920,2800,3120
1969,1969000.000us,5840,2800,3040
1970,1970000.000us,5920,2800,3120
1971,1971000.000us,5840,2720,3120
1972,1972000.000us,5920,2720,3200
1973,1973000.000us,5920,2800,3120
1974,1974000.000us,5920,2800,3120
1975,1975000.000us,5840,2720,3120
1976,1976000.000us,5840,2720,3120
1977,1977000.000us,5920,2800,3120
1978,1978000.000us,5920,2800,3120
1979,1979000.000us,5840,2720,3120
1980,1980000.000us,5840,2800,3040
1981,1981000.000us,5840,2800,3040
1982,1982000.000us,5920,2880,3040
1983,1983000.000us,5840,2720,3120
1984,1984000.000us,5920,2720,3200
1985,1985000.000us,5840,2800,3040
1986,1986000.000us,5920,2800,3120
1987,1987000.000us,5840,2720,3120
1988,1988000.000us,5920,2800,3120
1989,1989000.000us,5840,2800,3040
1990,1990000.000us,5920,2800,3120
1991,1991000.000us,5760,2720,3040
1992,1992000.000us,5920,2720,3200
1993,1993000.000us,5920,2800,3120
1994,1994000.000us,5920,2800,3120
1995,1995000.000us,5840,2720,3120
1996,1996000.000us,5840,2800,3040
1997,1997000.000us,5840,2800,3040
1998,1998000.000us,5920,2800,3120
1999,1999000.000us,5840,2720,3120
2000,2000000.000us,5920,2800,3120
2001,2001000.000us,5920,2720,3200
2002,2002000.000us,5920,2800,3120
2003,2003000.000us,5760,2720,3040
2004,2004000.000us,5760,2800,2960
2005,2005000.000us,5920,2720,3200
2006,2006000.000us,5920,2800,3120
2007,2007000.000us,5840,2720,3120
2008,2008000.000us,5920,2800,3120
2009,2009000.000us,5840,2800,3040
2010,2010000.000us,5920,2880,3040
2011,2011000.000us,5840,2720,3120
2012,2012000.000us,5840,2800,3040
2013,2013000.000us,5920,2800,3120
2014,2014000.000us,5920,2800,3120
2015,2015000.000us,5760,2720,3040
2016,2016000.000us,5840,2800,3040
2017,2017000.000us,5920,2800,3120
2018,2018000.000us,5920,2800,3120
2019,2019000.000us,5760,2720,3040
2020,2020000.000us,5920,2800,3120
2021,2021000.000us,5840,2800,3040
2022,2022000.000us,5920,2800,3120
2023,2023000.000us,5760,2720,3040
2024,2024000.000us,5920,2800,3120
2025,2025000.000us,5840,2800,3040
2026,2026000.000us,5920,2800,3120
2027,2027000.000us,5840,2800,3040
2028,2028000.000us,5840,2800,3040
2029,2029000.000us,5840,2800,3040
2030,2030000.000us,5920,2800,3120
2031,2031000.000us,5840,2720,3120
2032,2032000.000us,5840,2720,3120
2033,2033000.000us,5760,2800,2960
2034,2034000.000us,5920,2800,3120
2035,2035000.000us,5760,2720,3040
2036,2036000.000us,5840,2720,3120
2037,2037000.000us,5840,2720,3120
2038,2038000.000us,5920,2800,3120
2039,2039000.000us,5760,2720,3040
2040,2040000.000us,5840,2720,3120
2041,2041000.000us,5840,2720,3120
2042,2042000.000us,5920,2880,3040
2043,2043000.000us,5840,2720,3120
2044,2044000.000us,5840,2800,3040
2045,2045000.000us,5920,2880,3040
2046,2046000.000us,5920,2880,3040
2047,2047000.000us,5760,2720,3040
2048,2048000.000us,5840,2800,3040
2049,2049000.000us,5840,2800,3040
2050,2050000.000us,5920,2800,3120
2051,2051000.000us,5760,2720,3040
2052,2052000.000us,5920,2720,3200
2053,2053000.000us,5840,2720,3120
2054,2054000.000us,5920,2800,3120
2055,2055000.000us,5840,2720,3120
2056,2056000.000us,5840,2800,3040
2057,2057000.000us,5840,2720,3120
2058,2058000.000us,5920,2880,3040
2059,2059000.000us,5760,2720,3040
2060,2060000.000us,5840,2800,3040
2061,2061000.000us,5840,2800,3040
2062,2062000.000us,5920,2880,3040
2063,2063000.000us,5840,2720,3120
2064,2064000.000us,5840,2720,3120
2065,2065000.000us,5840,2800,3040
2066,2066000.000us,5920,2800,3120
2067,2067000.000us,5760,2720,3040
2068,2068000.000us,5840,2800,3040
2069,2069000.000us,5920,2800,3120
2070,2070000.000us,5920,2800,3120
2071,2071000.000us,5760,2720,3040
2072,2072000.000us,5840,2720,3120
2073,2073000.000us,5920,2720,3200
2074,2074000.000us,5920,2800,3120
2075,2075000.000us,5840,2720,3120
2076,2076000.000us,5840,2800,3040
2077,2077000.000us,5840,2800,3040
2078,2078000.000us,5840,2800,3040
2079,2079000.000us,5840,2720,3120
2080,2080000.000us,5840,2800,3040
2081,2081000.000us,5920,2720,3200
2082,2082000.000us,5920,2880,3040
2083,2083000.000us,5840,2720,3120
2084,2084000.000us,5920,2880,3040
2085,2085000.000us,5920,2800,3120
2086,2086000.000us,5920,2880,3040
2087,2087000.000us,5840,2720,3120
2088,2088000.000us,5840,2800,3040
2089,2089000.000us,5840,2800,3040
2090,2090000.000us,5920,2800,3120
2091,2091000.000us,5760,2720,3040
2092,2092000.000us,5920,2800,3120
2093,2093000.000us,5840,2800,3040
2094,2094000.000us,5920,2800,3120
2095,2095000.000us,5760,2800,2960
2096,2096000.000us,5840,2800,3040
2097,2097000.000us,5840,2800,3040
2098,2098000.000us,5920,2800,3120
2099,2099000.000us,5840,2720,3120
2100,2100000.000us,5840,2800,3040
2101,2101000.000us,5840,2720,3120
2102,2102000.000us,5920,3360,2560
2103,2103000.000us,5840,2720,3120
2104,2104000.000us,5920,3360,2560
2105,2105000.000us,5920,3360,2560
2106,2106000.000us,5920,3440,2480
2107,2107000.000us,5840,3280,2560
2108,2108000.000us,5920,3280,2640
2109,2109000.000us,5920,3280,2640
2110,2110000.000us,5920,3360,2560
2111,2111000.000us,5840,3280,2560
2112,2112000.000us,5920,3360,2560
2113,2113000.000us,5920,3280,2640
2114,2114000.000us,5920,3360,2560
2115,2115000.000us,5840,3280,2560
2116,2116000.000us,5840,3360,2480
2117,2117000.000us,5840,3360,2480
2118,2118000.000us,5920,3360,2560
2119,2119000.000us,5840,3280,2560
2120,2120000.000us,5920,3280,2640
2121,2121000.000us,5840,3280,2560
2122,2122000.000us,5920,3360,2560
2123,2123000.000us,5840,3280,2560
2124,2124000.000us,5840,3280,2560
2125,2125000.000us,5920,3360,2560
2126,2126000.000us,5920,3440,2480
2127,2127000.000us,5840,3280,2560
2128,2128000.000us,5840,3360,2480
2129,2129000.000us,5920,3280,2640
2130,2130000.000us,5920,3360,2560
2131,2131000.000us,5840,3280,2560
2132,2132000.000us,5920,3280,2640
2133,2133000.000us,5920,3360,2560
2134,2134000.000us,5920,3360,2560
2135,2135000.000us,5840,3280,2560
2136,2136000.000us,5920,3280,2640
2137,2137000.000us,5920,3280,2640
2138,2138000.000us,6000,3440,2560
2139,2139000.000us,5840,3280,2560
2140,2140000.000us,5920,3360,2560
2141,2141000.000us,5920,3280,2640
2142,2142000.000us,6000,3360,2640
2143,2143000.000us,5840,3280,2560
2144,2144000.000us,5920,3360,2560
2145,2145000.000us,5840,3360,2480
2146,2146000.000us,5920,3440,2480
2147,2147000.000us,5840,3280,2560
2148,2148000.000us,5920,3360,2560
2149,2149000.000us,5920,3280,2640
2150,2150000.000us,5920,3360,2560
2151,2151000.000us,5840,3280,2560
2152,2152000.000us,5840,3280,2560
2153,2153000.000us,5920,3280,2640
2154,2154000.000us,6240,3440,2800
2155,2155000.000us,5920,80,5840
2156,2156000.000us,6240,80,6160
2157,2157000.000us,6240,80,6160
2158,2158000.000us,6240,160,6080
2159,2159000.000us,6240,0,6240
2160,2160000.000us,6240,80,6160
2161,2161000.000us,6240,80,6160
2162,2162000.000us,6320,160,6160
2163,2163000.000us,6160,0,6160
2164,2164000.000us,6240,80,6160
2165,2165000.000us,6240,80,6160
2166,2166000.000us,6240,80,6160
2167,2167000.000us,6160,0,6160
2168,2168000.000us,6240,80,6160
2169,2169000.000us,6240,160,6080
2170,2170000.000us,6240,160,6080
2171,2171000.000us,6160,0,6160
2172,2172000.000us,6240,80,6160
2173,2173000.000us,6240,80,6160
2174,2174000.000us,6320,80,6240
2175,2175000.000us,6160,0,6160
2176,2176000.000us,6240,80,6160
2177,2177000.000us,6240,80,6160
2178,2178000.000us,6240,80,6160
2179,2179000.000us,6160,0,6160
2180,2180000.000us,6240,0,6240
2181,2181000.000us,6240,80,6160
2182,2182000.000us,6240,80,6160
2183,2183000.000us,6160,0,6160
2184,2184000.000us,6240,80,6160
2185,2185000.000us,6160,80,6080
2186,2186000.000us,6240,80,6160
2187,2187000.000us,6160,0,6160
2188,2188000.000us,6160,80,6080
2189,2189000.000us,6240,0,6240
2190,2190000.000us,6240,80,6160
2191,2191000.000us,6160,0,6160
2192,2192000.000us,6240,80,6160
2193,2193000.000us,6320,80,6240
2194,2194000.000us,6320,160,6160
2195,2195000.000us,6160,0,6160
2196,2196000.000us,6240,80,6160
2197,2197000.000us,6160,80,6080
2198,2198000.000us,6240,160,6080
2199,2199000.000us,6160,0,6160
2200,2200000.000us,6240,80,6160
2201,2201000.000us,6240,80,6160
2202,2202000.000us,6240,80,6160
2203,2203000.000us,6160,0,6160
2204,2204000.000us,6240,80,6160
2205,2205000.000us,6240,160,6080
2206,2206000.000us,6240,160,6080
2207,2207000.000us,6240,0,6240
2208,2208000.000us,6240,80,6160
2209,2209000.000us,6240,80,6160
2210,2210000.000us,6240,80,6160
2211,2211000.000us,6160,0,6160
2212,2212000.000us,6160,80,6080
2213,2213000.000us,6240,80,6160
2214,2214000.000us,6240,80,6160
2215,2215000.000us,6160,0,6160
2216,2216000.000us,6240,80,6160
2217,2217000.000us,6240,80,6160
2218,2218000.000us,6240,160,6080
2219,2219000.000us,6160,0,6160
2220,2220000.000us,6240,80,6160
2221,2221000.000us,6240,0,6240
2222,2222000.000us,6240,160,6080
2223,2223000.000us,6160,0,6160
2224,2224000.000us,6160,80,6080
2225,2225000.000us,6240,80,6160
2226,2226000.000us,6240,80,6160
2227,2227000.000us,6160,0,6160
2228,2228000.000us,6240,80,6160
2229,2229000.000us,6240,80,6160
2230,2230000.000us,6240,80,6160
2231,2231000.000us,6160,0,6160
2232,2232000.000us,6240,80,6160
2233,2233000.000us,6240,80,6160
2234,2234000.000us,6320,80,6240
2235,2235000.000us,6160,0,6160
2236,2236000.000us,6320,0,6320
2237,2237000.000us,6240,80,6160
2238,2238000.000us,6240,80,6160
2239,2239000.000us,6160,0,6160
2240,2240000.000us,6240,80,6160
2241,2241000.000us,6240,80,6160
2242,2242000.000us,6240,80,6160
2243,2243000.000us,6160,0,6160
2244,2244000.000us,6240,80,6160
2245,2245000.000us,6240,80,6160
2246,2246000.000us,6240,80,6160
2247,2247000.000us,6160,0,6160
2248,2248000.000us,6240,80,6160
2249,2249000.000us,6160,80,6080
2250,2250000.000us,6320,80,6240
2251,2251000.000us,6160,0,6160
2252,2252000.000us,6240,80,6160
2253,2253000.000us,6240,160,6080
2254,2254000.000us,6240,160,6080
2255,2255000.000us,6160,0,6160
2256,2256000.000us,6240,80,6160
2257,2257000.000us,6240,80,6160
2258,2258000.000us,6240,160,6080
2259,2259000.000us,6160,80,6080
2260,2260000.000us,6240,80,6160
2261,2261000.000us,6240,160,6080
2262,2262000.000us,6240,160,6080
2263,2263000.000us,6160,80,6080
2264,2264000.000us,6240,80,6160
2265,2265000.000us,6160,80,6080
2266,2266000.000us,6240,80,6160
2267,2267000.000us,6160,0,6160
2268,2268000.000us,6240,80,6160
2269,2269000.000us,6160,80,6080
2270,2270000.000us,6240,80,6160
2271,2271000.000us,6160,80,6080
2272,2272000.000us,6240,80,6160
2273,2273000.000us,6240,0,6240
2274,2274000.000us,6240,80,6160
2275,2275000.000us,6160,0,6160
2276,2276000.000us,6240,80,6160
2277,2277000.000us,6240,80,6160
2278,2278000.000us,6240,80,6160
2279,2279000.000us,6160,0,6160
2280,2280000.000us,6240,0,6240
2281,2281000.000us,6160,80,6080
2282,2282000.000us,6240,80,6160
2283,2283000.000us,6160,0,6160
2284,2284000.000us,6240,80,6160
2285,2285000.000us,6240,0,6240
2286,2286000.000us,6240,80,6160
2287,2287000.000us,6160,0,6160
2288,2288000.000us,6240,0,6240
2289,2289000.000us,6240,80,6160
2290,2290000.000us,6320,80,6240
2291,2291000.000us,6160,0,6160
2292,2292000.000us,6240,80,6160
2293,2293000.000us,6240,80,6160
2294,2294000.000us,6320,80,6240
2295,2295000.000us,6160,0,6160
2296,2296000.000us,6240,80,6160
2297,2297000.000us,6240,80,6160
2298,2298000.000us,6320,80,6240
2299,2299000.000us,6240,0,6240
2300,2300000.000us,6240,80,6160
2301,2301000.000us,6240,80,6160
2302,2302000.000us,6320,160,6160
2303,2303000.000us,6160,0,6160
2304,2304000.000us,6240,80,6160
2305,2305000.000us,6240,80,6160
2306,2306000.000us,6240,160,6080
2307,2307000.000us,6240,80,6160
2308,2308000.000us,6240,160,6080
2309,2309000.000us,6240,80,6160
2310,2310000.000us,6240,160,6080
2311,2311000.000us,6160,0,6160
2312,2312000.000us,6240,0,6240
2313,2313000.000us,6240,80,6160
2314,2314000.000us,6240,80,6160
2315,2315000.000us,6160,0,6160
2316,2316000.000us,6240,80,6160
2317,2317000.000us,6160,0,6160
2318,2318000.000us,6240,80,6160
2319,2319000.000us,6160,0,6160
2320,2320000.000us,6160,80,6080
2321,2321000.000us,6240,80,6160
2322,2322000.000us,6320,80,6240
2323,2323000.000us,6160,0,6160
2324,2324000.000us,6240,80,6160
2325,2325000.000us,6240,80,6160
2326,2326000.000us,6320,160,6160
2327,2327000.000us,6160,80,6080
2328,2328000.000us,6240,80,6160
2329,2329000.000us,6240,80,6160
2330,2330000.000us,6240,80,6160
2331,2331000.000us,6160,80,6080
2332,2332000.000us,6240,80,6160
2333,2333000.000us,6240,80,6160
2334,2334000.000us,6240,160,6080
2335,2335000.000us,6240,0,6240
2336,2336000.000us,6240,0,6240
2337,2337000.000us,6240,80,6160
2338,2338000.000us,6240,160,6080
2339,2339000.000us,6160,0,6160
2340,2340000.000us,6240,80,6160
2341,2341000.000us,6240,160,6080
2342,2342000.000us,6240,160,6080
2343,2343000.000us,6160,0,6160
2344,2344000.000us,6240,160,6080
2345,2345000.000us,6240,80,6160
2346,2346000.000us,6240,160,6080
2347,2347000.000us,6160,80,6080
2348,2348000.000us,6160,80,6080
2349,2349000.000us,6160,80,6080
2350,2350000.000us,6240,160,6080
2351,2351000.000us,6160,80,6080
2352,2352000.000us,6240,80,6160
2353,2353000.000us,6240,80,6160
2354,2354000.000us,6320,160,6160
2355,2355000.000us,6240,0,6240
2356,2356000.000us,6320,80,6240
2357,2357000.000us,6240,80,6160
2358,2358000.000us,6240,160,6080
2359,2359000.000us,6160,0,6160
2360,2360000.000us,6240,80,6160
2361,2361000.000us,6240,0,6240
2362,2362000.000us,6240,80,6160
2363,2363000.000us,6160,0,6160
2364,2364000.000us,6160,0,6160
2365,2365000.000us,6320,0,6320
2366,2366000.000us,6320,80,6240
2367,2367000.000us,6240,0,6240
2368,2368000.000us,6240,80,6160
2369,2369000.000us,6240,80,6160
2370,2370000.000us,6240,160,6080
2371,2371000.000us,6160,80,6080
2372,2372000.000us,6240,80,6160
2373,2373000.000us,6160,0,6160
2374,2374000.000us,6320,80,6240
2375,2375000.000us,6160,0,6160
2376,2376000.000us,6320,80,6240
2377,2377000.000us,6240,80,6160
2378,2378000.000us,6240,80,6160
2379,2379000.000us,6240,0,6240
2380,2380000.000us,6240,80,6160
2381,2381000.000us,6240,80,6160
2382,2382000.000us,6240,160,6080
2383,2383000.000us,6240,80,6160
2384,2384000.000us,6240,80,6160
2385,2385000.000us,6240,80,6160
2386,2386000.000us,6320,80,6240
2387,2387000.000us,6160,0,6160
2388,2388000.000us,6160,0,6160
2389,2389000.000us,6240,80,6160
2390,2390000.000us,6320,160,6160
2391,2391000.000us,6160,0,6160
2392,2392000.000us,6160,80,6080
2393,2393000.000us,6160,80,6080
2394,2394000.000us,6240,160,6080
2395,2395000.000us,6160,80,6080
2396,2396000.000us,6240,80,6160
2397,2397000.000us,6240,80,6160
2398,2398000.000us,6240,80,6160
2399,2399000.000us,6240,0,6240
2400,2400000.000us,6240,80,6160
2401,2401000.000us,6240,80,6160
2402,2402000.000us,6240,80,6160
2403,2403000.000us,6160,0,6160
2404,2404000.000us,6240,80,6160
2405,2405000.000us,6320,80,6240
2406,2406000.000us,6320,80,6240
2407,2407000.000us,6160,0,6160
2408,2408000.000us,6240,80,6160
2409,2409000.000us,6240,80,6160
2410,2410000.000us,6240,80,6160
2411,2411000.000us,6240,80,6160
2412,2412000.000us,6240,80,6160
2413,2413000.000us,6240,160,6080
2414,2414000.000us,6240,160,6080
2415,2415000.000us,6160,80,6080
2416,2416000.000us,6240,80,6160
2417,2417000.000us,6320,80,6240
2418,2418000.000us,6320,80,6240
2419,2419000.000us,6160,0,6160
2420,2420000.000us,6240,80,6160
2421,2421000.000us,6240,80,6160
2422,2422000.000us,6240,160,6080
2423,2423000.000us,6160,0,6160
2424,2424000.000us,6160,80,6080
2425,2425000.000us,6240,80,6160
2426,2426000.000us,6240,80,6160
2427,2427000.000us,6160,0,6160
2428,2428000.000us,6240,80,6160
2429,2429000.000us,6240,80,6160
2430,2430000.000us,6240,160,6080
2431,2431000.000us,6160,0,6160
2432,2432000.000us,6240,80,6160
2433,2433000.000us,6240,80,6160
2434,2434000.000us,6240,80,6160
2435,2435000.000us,6240,0,6240
2436,2436000.000us,6240,80,6160
2437,2437000.000us,6160,80,6080
2438,2438000.000us,6240,160,6080
2439,2439000.000us,6160,0,6160
2440,2440000.000us,6240,80,6160
2441,2441000.000us,6240,80,6160
2442,2442000.000us,6240,160,6080
2443,2443000.000us,6160,0,6160
2444,2444000.000us,6240,80,6160
2445,2445000.000us,6240,80,6160
2446,2446000.000us,6320,80,6240
2447,2447000.000us,6160,0,6160
2448,2448000.000us,6240,80,6160
2449,2449000.000us,6240,80,6160
2450,2450000.000us,6320,160,6160
2451,2451000.000us,6160,0,6160
2452,2452000.000us,6240,80,6160
2453,2453000.000us,6240,80,6160
2454,2454000.000us,6320,80,6240
2455,2455000.000us,6160,80,6080
2456,2456000.000us,6240,80,6160
2457,2457000.000us,6240,80,6160
2458,2458000.000us,6240,80,6160
2459,2459000.000us,6160,80,6080
2460,2460000.000us,6240,80,6160
2461,2461000.000us,6240,80,6160
2462,2462000.000us,6240,160,6080
2463,2463000.000us,6160,0,6160
2464,2464000.000us,6160,80,6080
2465,2465000.000us,6240,80,6160
2466,2466000.000us,6320,160,6160
2467,2467000.000us,6160,0,6160
2468,2468000.000us,6240,0,6240
2469,2469000.000us,6240,80,6160
2470,2470000.000us,6240,160,6080
2471,2471000.000us,6160,80,6080
2472,2472000.000us,6240,80,6160
2473,2473000.000us,6240,80,6160
2474,2474000.000us,6240,160,6080
2475,2475000.000us,6160,80,6080
2476,2476000.000us,6240,80,6160
2477,2477000.000us,6160,80,6080
2478,2478000.000us,6240,80,6160
2479,2479000.000us,6160,0,6160
2480,2480000.000us,6240,0,6240
2481,2481000.000us,6240,80,6160
2482,2482000.000us,6240,80,6160
2483,2483000.000us,6160,0,6160
2484,2484000.000us,6160,80,6080
2485,2485000.000us,6320,80,6240
2486,2486000.000us,6320,80,6240
2487,2487000.000us,6160,0,6160
2488,2488000.000us,6240,80,6160
2489,2489000.000us,6240,0,6240
2490,2490000.000us,6240,160,6080
2491,2491000.000us,6160,0,6160
2492,2492000.000us,6240,80,6160
2493,2493000.000us,6240,0,6240
2494,2494000.000us,6240,160,6080
2495,2495000.000us,6160,0,6160
2496,2496000.000us,6160,80,6080
2497,2497000.000us,6160,80,6080
2498,2498000.000us,6240,160,6080
2499,2499000.000us,6160,80,6080
2500,2500000.000us,6240,80,6160
2501,2501000.000us,6240,80,6160
2502,2502000.000us,6320,160,6160
2503,2503000.000us,6160,0,6160
2504,2504000.000us,6160,80,6080
2505,2505000.000us,6160,80,6080
2506,2506000.000us,6240,80,6160
2507,2507000.000us,6160,80,6080
2508,2508000.000us,6240,80,6160
2509,2509000.000us,6160,80,6080
2510,2510000.000us,6320,80,6240
2511,2511000.000us,6160,80,6080
2512,2512000.000us,6240,80,6160
2513,2513000.000us,6160,160,6000
2514,2514000.000us,6320,160,6160
2515,2515000.000us,6160,0,6160
2516,2516000.000us,6160,0,6160
2517,2517000.000us,6240,80,6160
2518,2518000.000us,6240,160,6080
2519,2519000.000us,6160,0,6160
2520,2520000.000us,6240,80,6160
2521,2521000.000us,6240,80,6160
2522,2522000.000us,6240,80,6160
2523,2523000.000us,6160,0,6160
2524,2524000.000us,6240,80,6160
2525,2525000.000us,6320,0,6320
2526,2526000.000us,6320,160,6160
2527,2527000.000us,6160,0,6160
2528,2528000.000us,6240,160,6080
2529,2529000.000us,6240,0,6240
2530,2530000.000us,6240,80,6160
2531,2531000.000us,6160,0,6160
2532,2532000.000us,6240,80,6160
2533,2533000.000us,6160,80,6080
2534,2534000.000us,6320,80,6240
2535,2535000.000us,6160,80,6080
2536,2536000.000us,6160,80,6080
2537,2537000.000us,6240,80,6160
2538,2538000.000us,6240,80,6160
2539,2539000.000us,6160,0,6160
2540,2540000.000us,6240,80,6160
2541,2541000.000us,6240,80,6160
2542,2542000.000us,6320,80,6240
2543,2543000.000us,6160,80,6080
2544,2544000.000us,6240,80,6160
2545,2545000.000us,6240,80,6160
2546,2546000.000us,6240,80,6160
2547,2547000.000us,6240,0,6240
2548,2548000.000us,6240,80,6160
2549,2549000.000us,6240,0,6240
2550,2550000.000us,6320,80,6240
2551,2551000.000us,6240,0,6240
2552,2552000.000us,6320,80,6240
2553,2553000.000us,6240,0,6240
2554,2554000.000us,6240,160,6080
2555,2555000.000us,6160,0,6160
2556,2556000.000us,6240,80,6160
2557,2557000.000us,6240,80,6160
2558,2558000.000us,6320,80,6240
2559,2559000.000us,6240,0,6240
2560,2560000.000us,6320,80,6240
2561,2561000.000us,6240,80,6160
2562,2562000.000us,6240,80,6160
2563,2563000.000us,6240,0,6240
2564,2564000.000us,6240,80,6160
2565,2565000.000us,6240,80,6160
2566,2566000.000us,6240,160,6080
2567,2567000.000us,6080,0,6080
2568,2568000.000us,6240,80,6160
2569,2569000.000us,6240,80,6160
2570,2570000.000us,6240,80,6160
2571,2571000.000us,6160,0,6160
2572,2572000.000us,6240,80,6160
2573,2573000.000us,6240,160,6080
2574,2574000.000us,6240,160,6080
2575,2575000.000us,6160,80,6080
2576,2576000.000us,6240,80,6160
