time	V(out_pos,out_neg)	I(R1)	I(Vcell12)
Step Information: Rtierra=1K  (Step: 1/3)
1.383273817609324e-02	3.299689e+00	7.959835e-06	-8.523391e-06
1.384273817609324e-02	3.299689e+00	7.959820e-06	-7.919333e-06
1.385273817609324e-02	3.299689e+00	7.959805e-06	-8.523648e-06
1.386273817609324e-02	3.299689e+00	7.959790e-06	-7.919057e-06
1.387273817609324e-02	3.299689e+00	7.959776e-06	-8.523904e-06
1.388273817609324e-02	3.299689e+00	7.959763e-06	-7.918781e-06
1.389273817609324e-02	3.299689e+00	7.959749e-06	-8.524161e-06
1.390273817609324e-02	3.299689e+00	7.959736e-06	-7.918507e-06
1.391273817609324e-02	3.299689e+00	7.959723e-06	-8.524417e-06
1.392273817609324e-02	3.299689e+00	7.959710e-06	-7.918232e-06
1.393273817609324e-02	3.299689e+00	7.959698e-06	-8.524674e-06
1.394273817609324e-02	3.299689e+00	7.959687e-06	-7.917958e-06
1.395273817609324e-02	3.299689e+00	7.959675e-06	-8.524930e-06
1.396273817609324e-02	3.299689e+00	7.959663e-06	-7.917685e-06
1.397273817609324e-02	3.299689e+00	7.959652e-06	-8.525187e-06
1.398273817609324e-02	3.299689e+00	7.959641e-06	-7.917412e-06
1.399273817609324e-02	3.299689e+00	7.959630e-06	-8.525443e-06
1.400273817609324e-02	3.299689e+00	7.959620e-06	-7.917140e-06
1.401273817609324e-02	3.299689e+00	7.959610e-06	-8.525701e-06
1.402273817609324e-02	3.299689e+00	7.959600e-06	-7.916868e-06
1.403273817609324e-02	3.299689e+00	7.959590e-06	-8.525957e-06
1.404273817609324e-02	3.299689e+00	7.959581e-06	-7.916597e-06
1.405273817609324e-02	3.299689e+00	7.959572e-06	-8.526215e-06
1.406273817609324e-02	3.299689e+00	7.959563e-06	-7.916326e-06
1.407273817609324e-02	3.299689e+00	7.959554e-06	-8.526471e-06
1.408273817609324e-02	3.299689e+00	7.959546e-06	-7.916055e-06
1.409273817609324e-02	3.299689e+00	7.959537e-06	-8.526728e-06
1.410273817609324e-02	3.299689e+00	7.959528e-06	-7.915784e-06
1.411273817609324e-02	3.299689e+00	7.959520e-06	-8.526985e-06
1.412273817609324e-02	3.299689e+00	7.959512e-06	-7.915515e-06
1.413273817609324e-02	3.299689e+00	7.959505e-06	-8.527242e-06
1.414273817609324e-02	3.299689e+00	7.959497e-06	-7.915246e-06
1.415273817609324e-02	3.299689e+00	7.959490e-06	-8.527499e-06
1.416273817609324e-02	3.299689e+00	7.959483e-06	-7.914977e-06
1.417273817609324e-02	3.299689e+00	7.959476e-06	-8.527756e-06
1.418273817609324e-02	3.299689e+00	7.959468e-06	-7.914708e-06
1.419273817609324e-02	3.299689e+00	7.959462e-06	-8.528013e-06
1.420273817609324e-02	3.299689e+00	7.959456e-06	-7.914441e-06
1.421273817609324e-02	3.299689e+00	7.959449e-06	-8.528270e-06
1.422273817609324e-02	3.299689e+00	7.959443e-06	-7.914173e-06
1.423273817609324e-02	3.299689e+00	7.959437e-06	-8.528526e-06
1.424273817609324e-02	3.299689e+00	7.959430e-06	-7.913905e-06
1.425273817609324e-02	3.299689e+00	7.959425e-06	-8.528784e-06
